Feedback,Product Feedback and Limitations validation_status,Product Feedback and Limitations comment,Product Feedback and Limitations_human_review,Product Feedback and Limitations_human_comment
"Feedback and limitations n/a
Deployment blockers Deploy mail flow with external email server from Microsoft 365",0,"The feedback and limitations section is marked as 'n/a', which does not provide any specific insights. The deployment blocker mentioned is too vague and lacks specific details on the issue with deploying mail flow with an external email server from Microsoft 365.",Agree,The deployment blocker lacks specific detail of an issue faced or context on how the feature impacts customer workflows.
"Feedback and limitations If Microsoft can provide Training manuals to small business medium
Deployment blockers",0,"The feedback is too vague and lacks specific details on the issue. It does not clearly refer to a specific product feature, aspect, or element. Additionally, it does not demonstrate how the feature aligns with and supports customer business objectives or provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience.",Agree,Whish training manual cx is referring to? The feedback is broad and lack specificity. 
"Feedback and limitations Based on my conversation it would benefit the customer if One drive for mac has a tab that can switch to business mode and personal mode
Deployment blockers",0,"The feedback lacks specificity regarding how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. It also does not clearly demonstrate how the feature aligns with and supports customer business objectives. Additionally, there are no deployment blockers mentioned.",Agree,The need for an extra tab to switch accounts is not clear. However. it is possible to use both OneDrive Personal and OneDrive for Business on the same Mac by adding multiple accounts.
"Feedback and limitations She use chat copilot and i guide here through our session for more feature and she was happy with this product as mentioned that help here to get some quick answers
Deployment blockers",0,"The feedback lacks specificity and does not provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, there are no clear deployment blockers mentioned.",Agree,"The insight shows the information is from the amb, not the cx."
"Feedback and limitations  Sharepoint list 5k limit
Deployment blockers  Sharepoint list 5k limit",0,"The feedback 'Sharepoint list 5k limit' is too vague and lacks specific details on how this limitation impacts customer workflows, satisfaction, or any stage of the customer's experience. It does not provide actionable insight or context on how this limitation affects the deployment or business objectives.",Agree,Vague and lacks specificity.
"Feedback and limitations Customer hopes that Microsoft 365 had a single training page Itâ€™s hard to find learning resources and it slows down getting my team up to speed
Deployment blockers",0,"The feedback lacks specificity regarding which features or aspects of Microsoft 365 are difficult to learn. It also does not clearly demonstrate how the lack of a single training page impacts customer business objectives or workflows in a detailed manner. Additionally, it does not provide actionable insights on how to address the issue.",Agree,The feedback is quite broad and doesn't provide any detail on which M365 service the customer is trying to find the training page for.
"Feedback and limitations The customer was satisfied with the service recommended as it will help them save time and money
Deployment blockers",0,"The feedback is too vague and lacks specific details about which service or feature is being referred to. It does not provide actionable insights or specific context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, there are no deployment blockers mentioned.",Agree,Which service cx is referring to? It lacks details about the specific service/feature.
"Feedback and limitations Customer said regarding Teams that it has enhanced their remote collaboration with its video conferencing and chat features and that the integration with other Microsoft 365 apps is seamless However for more productivity they would like more breakout room options
Deployment blockers",0,"The feedback is generally positive and specific about the video conferencing and chat features, as well as the integration with Microsoft 365 apps. However, it lacks detailed context on how the current breakout room options impact customer workflows, satisfaction, or any stage of the customer's experience. Additionally, there are no specific deployment blockers mentioned.",Agree,Valid
"Feedback and limitations Not possible to change billing date
Deployment blockers",0,"The feedback 'Not possible to change billing date' is too vague and lacks specific details on how this limitation impacts customer workflows, satisfaction, or any stage of the customer's experience. It does not provide actionable insight or demonstrate how it aligns with or supports customer business objectives.",Agree,no product feedback stated
"Feedback and limitations Onedrive 400 file path limit &amp; windows 255
Deployment blockers Onedrive 400 file path limit &amp; windows 255",0,"The feedback and deployment blockers mentioned are too vague and lack specific details on how they impact the customerâ€™s business objectives, workflows, or experience. It does not provide actionable insights or context on the limitations.",Agree,Lacks specificity on the product and feature
"Feedback and limitations He wants to use Microsoft Business account to make his emails formal as he&#39;s using his own domain
Deployment blockers he was just confuse about personal and business that&#39;s why he asked for our assistance to setup his email on Microsoft Business ",0,"The feedback and limitations provided are too vague and do not meet the criteria for specificity, support of objectives, or impact on customer experience. The deployment blocker mentioned is more of a user confusion issue rather than a specific, actionable product limitation.",Agree,"Not specific, actionable or provide value to the product team"
"Feedback and limitations The customer has concern with the Business Assist license It took weeks before the issue get fixed If there is a way to get a more premium business assist license then she would do it
Deployment blockers ",0,"The feedback lacks specificity regarding the exact issue with the Business Assist license and does not provide detailed context on how it impacts customer workflows or satisfaction. Additionally, it does not clearly demonstrate how the feature aligns with or supports customer business objectives. The deployment blocker is not clearly defined.",Agree,Not specific about what issue customer has with the license and does not provide detail about how it impacts workflow
"Feedback and limitations 5k list view thresh hold limit in SharePoint
Deployment blockers",0,"The feedback is too vague and lacks specific details on how the 5k list view threshold limit in SharePoint impacts customer workflows, satisfaction, or any stage of the customer's experience. It does not provide actionable insight or context on how this limitation affects the deployment.",Agree,Vague and not specific
"Feedback and limitations Automate routine tasks such as sending reminders for upcoming sessions follow-up emails and managing customer inquiries This ensures efficient operations and enhances customer satisfaction
Deployment blockers ",0,"The feedback lacks specificity regarding which product feature or aspect is being referred to. It also does not provide detailed context on how the feature impacts customer workflows or satisfaction. Additionally, there are no specific deployment blockers mentioned.",Agree,The feedback lacks specificity regarding which product feature or aspect is being referred to.
"Feedback and limitations  By automating routine tasks such as drafting formatting and editing documents Copilot saves valuable time allowing employees to focus on more critical tasks
Deployment blockers ",0,"The feedback provided is positive and specific about how Copilot automates routine tasks, which aligns with customer business objectives by saving time. However, it does not mention any limitations or deployment blockers, which are required for a complete evaluation.",Agree,Should be a Copilot insight
"Feedback and limitations Product feedback detailsâ€¯
Automating routine tasks such as reservation management inventory tracking and staff scheduling can save time and reduce errors
Deployment blockers ",0,"The feedback lacks specificity regarding which product feature or aspect is being referred to. It also does not provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, there are no deployment blockers mentioned.",Agree,This is more like a recommendation given to the customer not a product feedback from the customer.
"Feedback and limitations Product Feedback Yes 

Product feedback detailsâ€¯

By centralizing task management all team members can easily see what needs to be done who is responsible and when tasks are due This reduces confusion and ensures that everyone is on the same page
Deployment blockers ",0,"The feedback lacks specificity regarding which product feature is being referred to. It also does not provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, there are no deployment blockers mentioned.",Agree,The product feedback lacks clarity about the specific features being discussed.
"Feedback and limitations The company is based in France with an activity of IT Software Development The admin said the Microsoft Admin Center UI is too complicated to navigate with outdated colors and design compared to more modern software interfaces

Also per use setting email redirection rules in Exchange is challenging due to the non-intuitive UI
Deployment blockers ",0,"The feedback provided is specific about the Microsoft Admin Center UI being complicated and outdated, and the email redirection rules in Exchange being challenging due to a non-intuitive UI. However, it lacks detailed context on how these issues impact customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not clearly demonstrate how these features align with or support customer business objectives. The deployment blockers section is missing specific blockers that align with the valid deployment blocker criteria.",Agree,No data submitted
"Feedback and limitations cx find way to update his subscription is very difficult for him because he finds some complex issue when he login in admin center 
Deployment blockers ",0,"The feedback lacks specificity regarding the exact nature of the complex issue encountered in the admin center. It does not clearly explain how this impacts the customer's business objectives or workflows. Additionally, it does not provide actionable insights or detailed context on the impact on customer experience.",Agree,Lacks specific details on what complex issue was encountered in the admin center.
"Feedback and limitations The customer noted delays in receiving emails in both the classic and new versions of Outlook
Deployment blockers ",0,"The feedback provided is too vague and lacks specific details on the issue. It does not specify how the delays in receiving emails impact the customer's business objectives, workflows, or satisfaction. Additionally, it does not provide actionable insights or context on the deployment blockers.",Agree,This feedback is too vague and lacks specific details on the issue.  
"Feedback and limitations cx advised that adding domain isn&#39;t user friendly
Deployment blockers ",0,"The feedback is too vague and lacks specific details on why adding a domain isn't user-friendly. It does not provide actionable insights or context on how this impacts customer workflows, satisfaction, or any stage of the customer's experience.",Agree,Feedback of the customer is vague and doesn't explain why it isn't user-friendly
"Feedback and limitations The customer encountered several challenges with the M365 product particularly with Exchange Server which involved numerous requirements and complexities during migration
Deployment blockers",0,The feedback is too vague and lacks specific details on the exact requirements and complexities encountered during the migration. It does not provide actionable insights or specific blockers that can be addressed.,Agree,"The feedback is too vague and lacks specific details on the exact requirements and complexities encountered during the migration. If this is provided to the product team, they will need the full details on what exactly happened during migration. "
"Feedback and limitations The limitations of the M365 product include challenges with the migration process as well as the setup and configuration These aspects can be complex and time-consuming potentially impacting the overall user experience and efficiency during implementation
Deployment blockers",0,"The feedback is too vague and lacks specific details on the issues with the migration process, setup, and configuration. It does not provide actionable insights or specific context on how these limitations impact customer workflows, satisfaction, or any stage of the customer's experience.",Agree,This feedback provided by the customer is vague and lacks specific details. 
"Feedback and limitations The customer wants Microsoft to include Copilot as one of the services under the Microsoft 365 license in addition to offering it as a standalone license
Deployment blockers ",0,"The feedback provided is more of a suggestion for licensing options rather than a specific product feature, aspect, or element. It does not address how the current feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, there are no specific deployment blockers mentioned.",Agree,Insight added here in Product Feedback and Limitation category should be not related to Copilot.
"Feedback and limitations The customer has encountered several limitations with the M365 product They have experienced numerous difficulties including a high volume of operations and frequent error messages These issues have impacted the overall user experience and operational efficiency highlighting areas where improvements are needed to enhance the product&#39;s reliability and performance
Deployment blockers ",0,"The feedback is too vague and lacks specific details on the issues encountered. It does not clearly refer to specific product features, aspects, or elements. Additionally, it does not provide detailed context on how the issues impact customer workflows, satisfaction, or any stage of the customer's experience. Specific examples and actionable insights are needed to make the feedback valid.",Agree,The feedback is too vague and lacks specific details on the issues encountered.
"Feedback and limitations Configuring SMTP on Exchange Online to blacklist IPs is complex unlike the SMTP configuration in an on prem environment The process should be simplified for ease of deployment in an enterpise
Deployment blockers",0,"The feedback lacks specific details on how the complexity of configuring SMTP on Exchange Online impacts customer workflows, satisfaction, or any stage of the customer's experience. It also does not clearly demonstrate how this complexity aligns with or supports customer business objectives or business case. Additionally, it does not fit into any of the valid deployment blocker categories provided.",Agree,It does not specify which aspects of the configuration the customer finds complex or in need of simplification.
"Feedback and limitations The limitations of the M365 product include initial difficulties calendar malfunctions inability to use all features missing invitations deleted items and spending three hours on the phone for support
Deployment blockers",0,"The feedback provided is too vague and lacks specific details on the issues. It does not clearly refer to specific product features, aspects, or elements. Additionally, it does not demonstrate how these limitations impact customer workflows, satisfaction, or any stage of the customer's experience in a detailed manner. The feedback also does not align with the criteria for valid deployment blockers.",Agree,This is an issue customer was facing which has been resolved by support
"Feedback and limitations Guest user require also MFA setup - which is not comfortable  to the client
Deployment blockers One to one file sharing externally require the gust to be added in Azure and it ask for MFA",0,"The feedback provided is too vague and lacks specific details on how the MFA setup impacts the client's business objectives or customer experience. Additionally, the deployment blocker mentioned does not provide enough context on the technical, organizational, compatibility, support, or security aspects that are being affected.",Agree,Lacks specific details to make it actionable
"Feedback and limitations Customer had OneDrive Personal and Pro configured on the same PC and only Perso configured in Office apps which caused confusion when documents are saved 
Customer has a M365 family + M365 businessÂ Office activated at work with personal subscription 
The combination of Office activation credentials and Office account logged in Outlook confuse a lot the customer who didn&#39;t understand why Copilot was available without any Copilot licence Ambassador explained new benefit

Customer also asked about a tool to summarize Teams meetings as Noota Explained Copilot capabilities for Teams
Deployment blockers",0,"The feedback provided lacks specificity regarding how the issues directly impact the customer's business objectives or workflows. It also does not clearly outline actionable insights or specific technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance issues. The feedback is more about user confusion and general questions rather than specific deployment blockers.",Agree,No clear statement on customer's impact
"Feedback and limitations the customer didn&#39;t appreciate the fact that the new outlook doesn&#39;t have all the options that are present in the old outlook and he thinks that the new outlook should present new  even more sophisticated features 
Deployment blockers ",0,"The feedback is too vague and lacks specific details on which options are missing in the new Outlook compared to the old Outlook. It does not provide actionable insights or demonstrate how the missing features impact customer workflows, satisfaction, or business objectives. Additionally, it does not specify any deployment blockers.",Agree,No specific feature referenced
"Feedback and limitations Cx says that he wants Word to have an AI embedded to help in preparing documentation and quick research of information on the internet without leaving word
Deployment blockers",0,The feedback lacks specificity regarding how the AI feature would support customer business objectives or impact customer experience. It also does not provide detailed context on any deployment blockers related to this feature.,Agree,"Requested feature exist, there is Copilot in word"
"Feedback and limitations Public Folder PST export which gives error every time For that reason Public folder migration delay
Deployment blockers",0,"The feedback lacks specificity and actionable details. It does not provide enough context on the error encountered during the Public Folder PST export or how it impacts the customer's business objectives and workflows. Additionally, it does not clearly state the technical barriers or compatibility issues that are causing the migration delay.",Agree,this could be an issue and not a product limitation
Feedback and limitations The customer was not aware that there was a cheaper solution for their needs Since they signed up for Word other apps were installed which was a bit confusing Now they are happy that they will only need to pay for what they really needDeployment blockers ,0,"The feedback provided lacks specificity regarding a particular product feature or aspect. It does not clearly demonstrate how the feature aligns with and supports customer business objectives or business case. Additionally, it does not provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. There are no specific deployment blockers mentioned.",Agree,This is not an actionable or quantifiable feedback
Feedback and limitations The cx requested to have the call and all the information in Spanish to be able to understand better If you send her more information send it in Spanish She appreciates that we follow up the trial and have the possibility to have the call in SpanishDeployment blockers ,0,"The feedback provided is not specific to a product feature, aspect, or element. It does not demonstrate how a feature aligns with and supports customer business objectives or provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, there are no deployment blockers mentioned.",Agree,No actionable or quantifiable feedback.
Feedback and limitations According to customer they believe Microsoft offers a better range of services that are more really user friendly Customer mentioned that the outlook app service is easy to use and user friendly compared to other services they used in the pastDeployment blockers ,0,"The feedback lacks specificity regarding the product features or aspects. It does not clearly demonstrate how the features align with and support customer business objectives or provide detailed context on the impact on customer experience. Additionally, no specific deployment blockers are mentioned.",Agree,Does not specifically provide the exact impact to the customer workflow and benefit to the business 
Feedback and limitations  Clients have noted that while Microsoft Power BI enhances data visualization and analysis they sometimes experience challenges with performance when handling extremely large datasets Users also suggest improved features for real-time collaboration and sharing insightsDeployment blockers,0,"The feedback provided is too vague and lacks specific details. It mentions performance challenges with large datasets and suggests improved features for real-time collaboration and sharing insights, but does not provide specific examples or context on how these issues impact customer workflows, satisfaction, or business objectives. Additionally, it does not specify any actionable deployment blockers.",Agree,Lack details on the challenges experienced and features improvement to make it actionable 
Feedback and limitations The customer shared that he wasn't aware of the full range of productivity apps included in his Microsoft 365 subscription He expressed surprise and delight upon discovering tools like Planner and Bookings which he plans to test soon Although he hasn't tried these apps yet he is optimistic about the potential improvements they could bring to his workflow Overall he is very satisfied with the added value these apps promise to bring to his subscriptionDeployment blockers,0,The feedback provided is more about the customer's discovery and initial reaction to the features rather than specific insights into how these features impact their business objectives or workflows. It lacks detailed context on the impact on customer experience and does not identify any specific product limitations or actionable insights.,Agree,Not actionable since it does not relate to any customer experience as they have not tried the product yet
Feedback and limitations The customer suggested that Microsoft include the folder where an email is found when using search in Outlook ie the instant search results in the search bar should show if the email is in the inbox sent items or custom folder etcDeployment blockers,0,"The feedback provided is specific about a feature request for Outlook's search functionality, but it does not address how this feature aligns with customer business objectives, impacts customer experience, or provides actionable insights for deployment blockers.",Agree,stated detailed limitation of the product which has existing feature request  https://feedbackportal.microsoft.com/feedback/idea/3dad71a2-21ae-ee11-92bd-6045bd7b0481
Feedback and limitations The customer values the power and connectivity that Microsoft applications provide for staying in touch with clients However he expressed dissatisfaction with payment issues noting that many Microsoft customers face challenges with verification or purchasing subscriptions latterlyDeployment blockers,0,The feedback lacks specificity regarding the exact nature of the payment issues and how they impact the customer's business objectives or experience. It does not provide actionable insights or detailed context on how these issues affect customer workflows or satisfaction.,Agree,Does not state anything that can be actionable
Feedback and limitations They find Microsoft 365 products like Outlook OneDrive Teams and Power Automate invaluable for their seamless integration and versatilityDeployment blockers,0,"The feedback provided is too general and lacks specificity regarding any particular feature or aspect of the Microsoft 365 products. It does not detail how these products support specific customer business objectives or the impact on customer experience. Additionally, no specific deployment blockers are mentioned.",Agree,"The PLG lacks specificity regarding any particular feature or aspect of the Microsoft 365 products. It does not detail how these products support specific customer business objectives or the impact on customer experience. Additionally, no specific deployment blockers are mentioned."
Feedback and limitations The owner noted that the mobile app version of Microsoft Outlook occasionally lacks some advanced features available on the desktop version which can be a limitation for those who need full functionality on the goDeployment blockers,0,"The feedback is too vague and lacks specific details on which advanced features are missing in the mobile app version of Microsoft Outlook. It does not provide detailed context on how this impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not clearly demonstrate how the feature aligns with and supports customer business objectives or business case.",Agree,The feedback is not specific and does not provide detailed context on the advanced features.
Feedback and limitations NoDataDeployment blockers NoData,0,No specific feedback or deployment blockers were provided. The entry lacks any details or context to evaluate against the criteria.,Agree,Invalid Entry
Feedback and limitations NoDataDeployment blockers NoData,0,"The entry lacks any specific feedback or deployment blockers. It does not provide any details on product features, customer objectives, or impact on customer experience.",Agree,No data provided
Feedback and limitations Cx is using Google for emails as they had already paid for a three-year subscription and preferred the interface They were not aware that email services are provided with this license Also using outlook app in desktop was challenge for them as they need to configure manually google account Deployment blockers ,0,"The feedback lacks specificity regarding how the product feature impacts customer workflows, satisfaction, or any stage of the customer's experience. It also does not clearly align with the criteria for valid deployment blockers such as technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance.",Agree,The feedback is not specific and actionable. Whats was the actual challenge in adding a google account.
Feedback and limitations Customer said his App Development team is happy using the Microsoft Copilot Studio for their app development as it has made the development easy for them AlsoDeployment blockers ,0,"The feedback lacks specificity and does not provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, there are no deployment blockers mentioned.",Agree,No specific features and how they make development easy for them.
Feedback and limitations NoDataDeployment blockers NoData,0,"The entry lacks any specific feedback or deployment blockers. No details are provided to evaluate the product features, their impact on customer experience, or any deployment issues.",Agree,No data captured
Feedback and limitations Copilot on web does not provide better result in business plans which he made for his purposeclaudd and Gemini he uses too to get resultsNot copilot and ChatGPT is similar mentality They provide the same results just a bit short than copilot He thinks both uses same engineThere were some limitations earlier but now it is removedIf he searches for an information on copilot ChatGPT Gemini and Claudd Copilot gave 2 pages of information ChatGPT gives 1 page Caludd gives half pages and Gemini gives just one line He liked about the sources copilot uses He thinks that this is going to issues in future because the copilot from wherever gathers information they might claim copy rightFor an example if he as for any information copilot used to give 5 points and ChatGPT gave 10 points where he likes ChatGPT because it actually gives more informationwriting legal letters and he found that clauddy is good in grammar wise Copilot is a bit of laggy or he said may be incorrect sentenceperplex is another AI he uses for his business plansThe cx said that he is working on reports and will provide me what is the improvement can be done in copilot As of now he said he is using copilot on web but I have told him that the result he got so far which is not up to the mark may be cause of free version he is using He needs to get the licensed version of it and try He said he is going to use the licensed version and he will let me know soonDeployment blockers writing legal letters and he found that clauddy is good in grammar wise Copilot is a bit of laggy or he said may be incorrect sentenceperplex is another AI he uses for his business plans,0,"The feedback provided is too vague and lacks specific details on how Copilot impacts the customer's business objectives or workflows. It does not clearly identify specific features or limitations of Copilot that are causing issues. Additionally, the feedback mixes multiple tools without clear actionable insights specific to Copilot. The mention of Copilot being 'laggy' or providing 'incorrect sentences' is not detailed enough to be actionable.",Agree,The feedback is not on M365 products but on copilot
Feedback and limitations He said Copilot should be free because anyway copilot is available for on windows and why should anyone buy copilot if it is available on windowsHe said Intune is difficult to use and always need IT to manage it If there is a way it can be simple for end user to manage it would be niceDeployment blockers Intune should be little more simple to use even as an IT,0,The feedback provided is too vague and lacks specific details on the issues. The statement about Copilot being free does not provide actionable insights or specific product limitations. The feedback on Intune being difficult to use is also too broad and does not specify which aspects are challenging or how it impacts the customer experience. The deployment blocker mentioned is not specific enough to be actionable.,Agree,"It does not refer to a specific product feature, aspect, or element.  Also, there is no detailed context on how the feature impacts customer workflows, satisfaction"
Feedback and limitations NoDataDeployment blockers NoData,0,No specific feedback or deployment blockers were provided. The entry lacks any details or context to evaluate.,Agree,No Feedback provided
Feedback and limitations Customer spoke about contact manager feature in outlook in 2016 said there was an activities tab there that was very helpful and wants it back Deployment blockers,0,The feedback lacks specificity regarding how the absence of the activities tab impacts the customer's business objectives or workflows. It also does not provide context on the impact on customer experience or any actionable insights for the product team.,Agree,"It does not refer to a specific product feature, aspect, or element.  Also, there is no detailed context on how the feature impacts customer workflows, satisfaction"
Feedback and limitations NoDataDeployment blockers NoData,0,The entry lacks any specific feedback or deployment blockers. No details are provided to assess the validity of the feedback or limitations.,Agree,"It does not refer to a specific product feature, aspect, or element.  Also, there is no detailed context on how the feature impacts customer workflows, satisfaction
"
Feedback and limitations Outlook desktop app Last time cx had issue in setting up smpt on outlook with google id His issue was resolved but with new device he needs to do again He advised for feature to auto login Google account in Outlook desktop app or other devices platformDeployment blockers ,0,"The feedback lacks specificity regarding the exact nature of the issue with setting up SMTP on Outlook with a Google ID. It does not clearly explain how this impacts the customer's business objectives or workflows. Additionally, the suggested feature to auto-login Google account in Outlook desktop app is not detailed enough to be actionable. The deployment blocker is not clearly defined in terms of technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance.",Agree,"It does not refer to a specific product feature, aspect, or element.  Also, there is no detailed context on how the feature impacts customer workflows, satisfaction"
Feedback and limitations The feedback we received from a customer who expressed frustration over their inability to open the Outlook web app from the app launcher on the Microsoft Admin Center Deployment blockers ,0,"The feedback lacks specificity regarding the technical issue preventing the opening of the Outlook web app from the app launcher. It does not provide detailed context on how this impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not clearly align with the valid deployment blockers criteria such as technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance.",Agree,"It does not refer to a specific product feature, aspect, or element.  Also, there is no detailed context on how the feature impacts customer workflows, satisfaction"
Feedback and limitations As a Microsoft customer I found the Teams installation process to be somewhat complex and challenging The instructions while detailed were not always straightforward and I encountered several technical issues that required troubleshooting The process involved multiple steps including account verification and permissions settings which added to the complexity Additionally the lack of immediate support during installation made it difficult to resolve issues promptlyDeployment blockers,0,"The feedback is specific about the installation process being complex and challenging, but it lacks detailed context on how this impacts customer workflows, satisfaction, or any stage of the customer's experience. It also does not clearly demonstrate how the feature aligns with and supports customer business objectives or business case. Additionally, it does not fit into the valid deployment blockers categories such as technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance.",Agree,"IT does not demonstrate how the feature aligns with and supports customer business objectives or business case. And also, it does not detail context on how the feature impacts customer workflows, satisfaction"
Feedback and limitations Enhancing the UI of Microsoft Copilot to include more comprehensive content additional links and step-by-step guidance similar to ChatGPT would improve user experience and increase engagementDeployment blockers,0,"The feedback lacks specificity regarding which aspects of the UI need enhancement and how exactly the additional links and step-by-step guidance would support customer business objectives. It also does not provide detailed context on how the current UI impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, no specific deployment blockers are mentioned.",Agree,"It does not refer to a specific product feature, aspect, or element.  Also, there is no detailed context on how the feature impacts customer workflows, satisfaction. this is also copilot feedback."
Feedback and limitations Customer highlighted the limitation of not been able to take control in a Teams meeting when using his mobile phone Deployment blockers,0,The feedback lacks specificity regarding how the limitation impacts the customer's business objectives or workflows. It does not provide detailed context on the impact on customer experience or how it serves as a deployment blocker.,Agree,"There is no detailed context on how the feature impacts customer workflows, satisfaction."
Feedback and limitations Admin center billing - It would be beneficial if in the billing option has a notification for when you want to cancel your subscription shows you your commitment period plus the total amount you'll need to pay if you cancel now Deployment blockers,0,"The feedback provided is specific and actionable, but it does not qualify as a deployment blocker. It suggests an enhancement to the billing notification feature, which is valuable for improving customer experience but does not prevent deployment.",Agree,"There is no detailed context on how the feature impacts customer workflows, satisfaction"
Feedback and limitations TeamsCustomer asked if the transcript download process could be configured automatically and configure the repository to download it also in automatic  I have explained that currently you can only configure if it can be downloaded or notPower automateHe would like that this app would have a better user experience from his point of view when he is configuring the parameters in a flow the explanation about what is being offer for each action is not clear enough or he compared his experiencies using another tool that he found more easy to deal with itCopilotHE mentioned that since copilot is based on chatgpt he was looking the options to create GPTs that basically are predefined promptsThat option he was not able to find it out on CopilotDeployment blockers IT seems Copilot is not giving an option that is being offered on chatgpt and coders like him could find useful or blocker when is missing,0,"The feedback provided lacks specificity and actionable details. For Teams, the feedback does not clearly explain how the automatic transcript download impacts customer workflows or business objectives. For Power Automate, the feedback is too general and does not specify which parameters or actions are unclear. For Copilot, the feedback does not explain how the absence of GPT creation impacts the user's experience or business objectives. The deployment blocker mentioned is vague and does not provide a clear technical, organizational, compatibility, support, or security issue.",Agree," it does not detail context on how the feature impacts customer workflows, satisfaction"
Feedback and limitations The customer found the migration steps and domain addition somewhat unclear the user interface would've been very helpful if it had quick introduction videos showing instructions to clarify the processDeployment blockers,0,"The feedback lacks specificity regarding which parts of the migration steps and domain addition are unclear. It also does not provide detailed context on how this impacts the customer's workflows or satisfaction. Additionally, it does not clearly align with any of the valid deployment blockers categories.",Agree,
Feedback and limitations Confirming that customer's main purpose of signing up for the subscription is to use the outlook I introduced the customer to Microsoft Copilot and it features on the use of outlook as it can help to drive quicker emails drafting in a quicker manner helping him to achieve more on daily basisDeployment blockers,0,"The feedback lacks specificity regarding the features of Microsoft Copilot and how they align with the customer's business objectives. It also does not provide detailed context on how the feature impacts customer workflows or satisfaction. Additionally, no specific deployment blockers are mentioned.",Agree,
Feedback and limitations  The customer mentioned that the option of sending high volume of emails does not work and it works on google which allow the cx to send bulk emailsDeployment blockers ,0,"The feedback lacks specificity regarding the exact issue with sending high volumes of emails. It does not provide detailed context on how this impacts the customer's workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not clearly demonstrate how this feature aligns with and supports customer business objectives or business case.",Agree,
Feedback and limitations Desktop app donâ€™t work with business basic licenseDeployment blockers Desktop app donâ€™t work with business basic license,0,"The feedback and deployment blocker provided are too vague and lack specific details. It does not explain how the desktop app's incompatibility with the business basic license impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not provide actionable insights or context on how this limitation affects the customer's business objectives.",Agree,
Feedback and limitations Customer suggest to embedded or have the recreation of profile available in the Outlook app itself so more customers would be aware that that is possibleDeployment blockers ,0,"The feedback lacks specificity regarding how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. It also does not clearly demonstrate how the feature aligns with and supports customer business objectives. Additionally, there are no deployment blockers mentioned.",Agree,
Feedback and limitations she was happy to use all microsoft products as it's user friendlyDeployment blockers none,0,"The feedback is too vague and lacks specific details about any particular feature or aspect of the product. It does not provide actionable insights or demonstrate how the product supports customer business objectives. Additionally, the deployment blockers section is empty and does not provide any relevant information.",Agree,Feedback lacks specific detail of how the produt supports customer objective
Feedback and limitations as per customer she would want all users to have mfa but she also would want them to request service from microsoft directly instead of going thru her Advised her that it's best to go thru an admin as there are settings we need to check in the admin center Also advised to give each individual Business assist license so they can open a ticket directly to usDeployment blockers na,0,"The feedback lacks specificity and actionable details. It does not clearly refer to a specific product feature or aspect, nor does it demonstrate how the feature aligns with and supports customer business objectives. Additionally, it does not provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. The deployment blockers section is also not filled out correctly.",Agree,Feedback is not actionable and does not detail a limitation or a blocker
Feedback and limitations Using Microsoft collaboration tools like OneDrive and SharePoint along with external sharing improves teamâ€™s data management and fosters seamless collaboration in your financial services businessDeployment blockers ,0,"The feedback provided is too general and lacks specificity regarding particular features or aspects of Microsoft collaboration tools. It does not clearly demonstrate how these tools align with and support specific customer business objectives or provide detailed context on the impact on customer experience. Additionally, no specific deployment blockers are mentioned.",Agree,Feedback not actionable but rather a recommendation provided to the customer
